practice_number,practice_name,town,suburb,physical_address,telephone,province,latitude,longitude,location_precision,source_name,source_updated_at,source_page,validation_status,is_active
6000525,Ascot Pharmacy,MILNERTON,MILNERTON,"UNIT 2 & 3 MILNERTON CENTRE, 42 KOEBERG ROAD, MILNERTON",021 5522077,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
505870,Clicks Pharmacy The Paddocks,MILNERTON,MILNERTON,"SHOP 8 THE PADDOCKS, RACECOURSE ROAD, MILNERTON",021 5519627,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
6000770,Cambridge Pharmacy,MILNERTON,MILNERTON,"SHOP 8 MILNERTON MALL, 7 MILLVALE ROAD",021 5512243,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
660582,Dis-Chem Liberty Promenade Pharm,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 27 & 28 LIBERTY PROMENADE, SHOPPING CENTRE A Z BERMAN DRIVE, MITCHELLS PLAIN",021 0030108,WESTERN CAPE,-34.046353,18.618682,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
194271,Clicks Pharmacy - Promenade,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 2 PROMENADE MALL, A Z BERMAN DRIVE, MITCHELLS PLAIN",021 3764477,WESTERN CAPE,-34.048047,18.617835,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6064043,Westgate Apteek,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 81 WESTGATE MALL CNR JAKES, GERWEL DRIVE & MORGENSTER ROAD, MITCHELLS PLAIN",021 3716110,WESTERN CAPE,-34.046471,18.616306,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6038883,Nu Kem Pharmacy,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 0002 MITCHELLS PLAIN, SHOPPING CENTRE MUTUAL SONATA, MITCHELLS PLAIN",021 3912482,WESTERN CAPE,-34.051553,18.6152,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6040659,Lentegeur Pharmacy,MITCHELLS PLAIN,MITCHELLS PLAIN,"4 MERRYDALE AVENUE, LENTEGEUR",021 3711775,WESTERN CAPE,-34.051365,18.615671,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
719927,Clicks Pharmacy - Watergate Mall,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP D1 WATERGATE SHOPPING, CENTRE CNR A Z BERMAN DRIVE &, LENTEGEUR",021 3710653,WESTERN CAPE,-34.048047,18.6196,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
421510,Clicks Pharmacy - Westgate Mall,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 17 WESTGATE MALL CNR, MORGENSTER ROAD & WELTEVREDEN, MITCHELLS PLAIN",021 3716141,WESTERN CAPE,-34.049576,18.617906,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6083501,Medley Pharmacy,MITCHELLS PLAIN,MITCHELLS PLAIN,"SYMPHONY WALK, MITCHELLS PLAIN MEDICAL CENTRE",021 3923126,WESTERN CAPE,-34.049812,18.618729,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
899437,Clicks Pharmacy Town Centre,MITCHELLS PLAIN,MITCHELLS PLAIN,18 SYMPHONY WALK,021 4601555,WESTERN CAPE,-34.051835,18.617341,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
424986,Pick 'N Pay Pharmacy Promonade,MITCHELLS PLAIN,MITCHELLS PLAIN,"SHOP 1 PROMENADE SHOPPING, CENTRE CNR A Z BERMAN DRIVE &, MORGENSTER ROAD",021 3760488,WESTERN CAPE,-34.051576,18.615482,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
194107,John Montague Centre Pharmacy,MONTAGUE GARDENS,MONTAGUE GARDENS,"SHOP 1 JOHN MONTAGUE CENTRE, MONTAGUE DRIVE, MONTAGUE GARDENS",021 5523317,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
396893,Medirite Pharmacy Zambezi Mall,MONTANA,MONTANA,"CHECKERS, CORNER MOLOTO ROAD ZAMBEZI DRIVE",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
6079520,Kemtique Pharmacy,MONTE VISTA,MONTE VISTA,"MONTE VISTA SHOPPING CENTRE, 102 MONTE VISTA BOULEVARD, MONTE VISTA",021 5591451,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
6067484,Hartenbos Apteek,MOSSEL BAY,MOSSEL BAY,"CNR KAAP DE GOEDE HOOP & MAJUBA, AVENUE, HARTENBOS",044 6951510,WESTERN CAPE,-34.181929,22.145847,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6070027,Pharmacy At Spar Mosskem,MOSSEL BAY,MOSSEL BAY,"SPAR CENTRE, CNR KOMPANJE & ONDERBOS AVENUE, HARTENBOS",044 6016700,WESTERN CAPE,-34.182918,22.145306,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6005179,Fanies Apteek,MOSSEL BAY,MOSSEL BAY,"93 MARSH STREET, MOSSEL BAY",044 6911505,WESTERN CAPE,-34.184165,22.147682,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
418706,Clicks Pharmacy - Mossel Bay,MOSSEL BAY,MOSSEL BAY,"SHOP 9 MOSSEL BAY MALL CNR, LOUIS FOURIE ROAD & MELKHOUT, MOSSEL BAY",044 6931305,WESTERN CAPE,-34.183812,22.146035,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
489107,Mossel Bay Pharmacy,MOSSEL BAY,MOSSEL BAY,"10 MARKET STREET, MOSSEL BAY",044 6913456,WESTERN CAPE,-34.182376,22.146765,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
645826,Dis-Chem Mosselbaai Mall Pharmac,MOSSEL BAY,MOSSEL BAY,"SHOP 11&12 MOSSEL BAY MALL CNR, LOUIS FOURIE & MELKHOUT STREET, MOSSELBAAI",044 3330044,WESTERN CAPE,-34.185529,22.145424,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
225738,Clicks Pharmacy - Langeberg Mall,MOSSEL BAY,MOSSEL BAY,"SHOP 15 LANGEBERG MALL, LOUIS FOURIE ROAD, VOORBAAI",044 6920262,WESTERN CAPE,-34.181553,22.148624,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
1152882,The Local Choice Pharmacy Langeb,MOSSEL BAY,MOSSEL BAY,"SHOP 101, LANGEBERG MALL, MOSSEL BAY",044 2505000,WESTERN CAPE,-34.182824,22.147518,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
450782,Clicks Retailers - Capricorn Squ,MUIZENBERG,MUIZENBERG,"SHOP 8 CAPRICORN SQUARE, SHOPPING CENTRE PRINCE GEORGE, MUIZENBERG",021 7884671,WESTERN CAPE,-34.105024,18.468718,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
693340,Clicks Pharmacy- Nelspruit Nel S,NELSPRUIT,NELSPRUIT,38 NEL STREET,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
350788,Nelspruit Clicks Pharmacy,NELSPRUIT,NELSPRUIT,CORNER PAUL KRUGER & BROWN STREE,086 0103030,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
148555,Newlands Pharmacy,NEWLANDS,NEWLANDS,"SHOP 3 DEAN STREET ARCADE, CNR DEAN & MAIN STREET, NEWLANDS",021 6853011,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
686034,Clicks Pharmacy - Nimrod Park,NIMRODPARK,NIMRODPARK,82 MONUMENT ROAD,021 4601089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
406627,Clicks Pharmacy,NORTHCLIFF,NORTHCLIFF,"NORTHCLIFF CORNER, CORNER BEYERS NAUDE AND, MILNER ROADS",011 7828730,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
819883,Clicks Pharmacy - Observatory,OBSERVATORY,OBSERVATORY,"SHOP 2 DENEB HOUSE, 364 MAIN ROAD, OBSERVATORY",021 4471760,WESTERN CAPE,-33.939671,18.469894,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6064337,Onrus Apteek,ONRUS,ONRUS,"ONRUS TRADING POST, MAIN ROAD, ONRUS RIVER",028 3161515,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
441570,Medirite Pharmacy - Landsdowne C,OTTERY,OTTERY,"CNR JAN SMUTS & LANSDOWNE ROAD, OTTERY",021 7038784,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
184969,Ottery Hypermarket Pharmacy,OTTERY,OTTERY,"PICK N PAY CENTRE, NEW OTTERY ROAD, OTTERY",087 7507001,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,13,needs_location_review,true
6076203,Queens-Mall Pharmacy,OUDTSHOORN,OUDTSHOORN,"SHOP 5 QUEENS RIVERSIDE MALL, VOORTREKKER STREET, OUDTSHOORN",044 2720400,WESTERN CAPE,-33.589341,22.204624,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6005233,Watson,OUDTSHOORN,OUDTSHOORN,"73 HIGH STREET, OUDTSHOORN",044 2722184,WESTERN CAPE,-33.591247,22.199612,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
306843,Clicks Pharmacy - Oudtshoorn,OUDTSHOORN,OUDTSHOORN,"SHOP 1, 91 HIGH STREET, OUDTSHOORN",044 2722180,WESTERN CAPE,-33.592235,22.202388,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
95753,Klein Karoo Pharmacy,OUDTSHOORN,OUDTSHOORN,185 CHURCH STREET,044 2720111,WESTERN CAPE,-33.592376,22.199259,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6077196,Gys Smit Pharmacy,PAARL,PAARL,"SHOP 11 WAMAKERS PLACE, 21 FABRIEK STREET, PAARL",021 8724657,WESTERN CAPE,-33.731847,18.963482,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6064000,Pharmacor Paarl Pharmacy,PAARL,PAARL,BERLYN STREET,021 8728339,WESTERN CAPE,-33.732529,18.965529,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6005241,Sentra Kem Apteek,PAARL,PAARL,"154A MAIN ROAD, PAARL",021 8726888,WESTERN CAPE,-33.732388,18.962565,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
6037534,Drakenstein Pharmacy,PAARL,PAARL,"55 JAN VAN RIEBEECK DRIVE, HUGUENOT",021 8627777,WESTERN CAPE,-33.731282,18.960306,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
484032,Paarl Noord Pharmacy,PAARL,PAARL,555A HOOF STREET,021 5581435,WESTERN CAPE,-33.736671,18.965553,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
623334,Clicks Pharmacy Laborie Centre,PAARL,PAARL,"SHOP 1 LABORIE CENTRE, 43 MAIN ROAD, SOUTHERN PAARL",021 8631108,WESTERN CAPE,-33.734271,18.961224,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
391166,Medirite Pharmacy - Berg River,PAARL,PAARL,"SHOPRITE PAARL CNR BERGRIVER, BOULEVARD & VAN DER LINGEN, PAARL",021 8701081,WESTERN CAPE,-33.731376,18.962471,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
193607,Dis-Chem Paarl Mall Pharmacy,PAARL,PAARL,"SHOP 95 PAARL MALL, CNR JONES & NUW VLEI STREET, PAARL",021 8635070,WESTERN CAPE,-33.731212,18.964729,town,Western Cape Pharmacy Network List,2024-07-15,13,verified,true
208779,Clicks Pharmacy - Paarl Mall,PAARL,PAARL,"SHOP 16 PAARL MALL, CNR CECILIA & NUW VLEI STREET, PAARL",021 8631729,WESTERN CAPE,-33.732694,18.964118,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
289698,Medirite Pharmacy - Paarl,PAARL,PAARL,"SHOPRITE PAARL, CNR LADY GREY & WATERKANT, PAARL",021 8723349,WESTERN CAPE,-33.735682,18.961435,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
310999,Clicks Pharmacy Paarl,PAARL,PAARL,"20 LADY GREY STREET, PAARL",021 8722291,WESTERN CAPE,-33.735988,18.9608,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
192910,Klein Panorama Pharmacy,PANORAMA,PANORAMA,"CNR PRESIDENT SWART & HAYDEN, STREET, PANORAMA",021 9306360,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
192929,Panorama Pharmacy & Medicine Dep,PANORAMA,PANORAMA,"SONNEDAL CENTRE, UYS KRIGE DRIVE, PANORAMA",021 9302916,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
258695,Medicare Panorama,PANORAMA,PANORAMA,"SHOP 12 DELMAR CENTRE, ROTHSCHILD BOULEVARD",021 9302590,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
117064,Parklands Piazza Pharmacy,PARKLANDS,PARKLANDS,"SHOP 3 PIAZZA CENTRE, CNR PARK & LINK ROAD, PARKLANDS",021 5561190,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
733415,Clicks Pharmacy Parklands Juncti,PARKLANDS,PARKLANDS,"SHOP 8-10 PARKLANDS JUNCTION, PARKLANDS MAIN ROAD, PARKLANDS",021 5575004,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
457663,Medirite Pharmacy - Mh Parklands,PARKLANDS,PARKLANDS,"CHECKERS HYPER SANDOWN CENTRE, CNR WOOD DRIVE & SANDOWN ROAD, PARKLANDS",021 5541517,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
707457,Pick'N Pay Pharmacy Table Bay Ma,PARKLANDS,PARKLANDS,"SHOP G002 TABLE BAY SHOPPING, MALL CNR R27 & SUNNINGDALE ROAD",021 2850570,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
217859,Sanlam Centre Parow East Clicks,PAROW,PAROW,"SHOP 13 & 14 SANLAM CENTRE, VOORTREKKER ROAD, PAROW",021 9309838,WESTERN CAPE,-33.907494,18.598012,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
101265,Parow Family Pharmacy,PAROW,PAROW,"CNR JAN VAN RIEBEECK DRIVE &, VOORTREKKER ROAD, PAROW",021 9399000,WESTERN CAPE,-33.903306,18.593635,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
6001246,C A Faull Pharmacy,PAROW,PAROW,"SHOP 1 FAULLS BUILDING, 169 VOORTREKKER ROAD, PAROW",021 9392120,WESTERN CAPE,-33.906435,18.594576,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
493171,Medirite Pharmacy - Parow Park,PAROW,PAROW,"SHOPRITE PARK CNR VOORTREKKER, ROAD & JEAN SIMONIS STREET, PAROW",021 9301535,WESTERN CAPE,-33.9074,18.593165,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
6072658,Pharmacross Parow Dispensary,PAROW,PAROW,8 MCINTYRE STREET,021 9367335,WESTERN CAPE,-33.906741,18.595776,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
727350,Clicks Pharmacy - Mcintyre Road,PAROW,PAROW,"8 MCINTYRE ROAD, CNR MCINTYRE & VOORTREKKER RD",086 0254257,WESTERN CAPE,-33.904176,18.595988,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
153141,Medirite Pharmacy - Parow,PAROW,PAROW,"CHECKERS HYPER SANLAM CENTRE, CNR VOORTREKKER ROAD & DE LA REY, STREET",021 9391615,WESTERN CAPE,-33.903,18.594953,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
834068,Dis-Chem Parow Centre Pharmacy,PAROW EAST,PAROW EAST,"SHOP F1-F9 PAROW CENTRE CNR DE, LA REY STREET & VOORTREKKER ROAD, PAROW EAST",021 5410160,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
6082955,Valley Pharmacy,PAROW VALLEY,PAROW VALLEY,"110 MARKET STREET, PAROW VALLEY",021 9330533,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
796727,Clicks Pharmacy - The Junction,PHILIPPI,PHILIPPI,"SHOP 21 THE JUNCTION MALL CNR, GOVAN MBEKI & NEW EISLEBEN ROAD, PHILIPPI",021 3705449,WESTERN CAPE,-34.010459,18.550035,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
434752,Medi-Rite Pharmacy Philippi,PHILIPPI,PHILIPPI,"SHOP 1A SHOPRITE CENTRE CNR, GOVAN MBEKI ROAD & NEW EISLEBEN, PHILIPPI",021 3719157,WESTERN CAPE,-34.008271,18.548247,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
886319,Clicks Pharmacy Bridge City,PHOENIX INDUSTRIAL,PHOENIX INDUSTRIAL,SHOP L87 BRIDGE CITY MALL,021 4601555,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
762784,Clicks Pharmacy Picketberg,PIKETBERG,PIKETBERG,"SHOP 11 PIKETBERG MALL, LONG STREET, PIKETBERG",022 9131397,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
776122,Dis-Chem Mutual Park Pharmacy,PINELANDS,PINELANDS,"SHOP 15 - 16 WEST END MALL, JAN SMUTS DRIVE, PINELANDS",021 1006222,WESTERN CAPE,-33.933718,18.510294,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
358959,Mutual Park Pharmacy,PINELANDS,PINELANDS,"SHOP 15 WEST END MALL, JAN SMUTS DRIVE",021 5314858,WESTERN CAPE,-33.930235,18.512012,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
700991,Clicks Pharmacy - Meller Road,PINETOWN,PINETOWN,CNR OLD MAIN & MELLER ROAD,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
6077722,Vitacare Pharmacy - Plattekloof,PLATTEKLOOF,PLATTEKLOOF,"SHOP 2 PLATTEKLOOF CENTRE CNR, OLIEHOUT AVENUE & PLATTEKLOOF, ROAD",021 9111044,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
264083,Pick 'N Pay Pharmacy - Platteklo,PLATTEKLOOF,PLATTEKLOOF,"SHOP NO 10 - 22 PLATTEKLOOF, VILLAGE CENTRE CNR PLATTEKLOOF, ROAD & GERT VAN ROOYEN AVENUE",021 5580219,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,14,needs_location_review,true
6067549,Robberg Pharmacy,PLETTENBERG BAY,PLETTENBERG BAY,"SHOP 2 BEACON ISLAND CENTRE, BEACON ISLE DRIVE, PLETTENBERG BAY",044 5014630,WESTERN CAPE,-34.054271,23.369506,town,Western Cape Pharmacy Network List,2024-07-15,14,verified,true
6043992,Plett Medisyn Depot,PLETTENBERG BAY,PLETTENBERG BAY,"SHOP 12A ATMAR CENTRE, 11 HIGH STREET, PLETTENBERG BAY",044 5332278,WESTERN CAPE,-34.053776,23.373459,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
434418,Clicks Pharmacy - Plettenberg Ba,PLETTENBERG BAY,PLETTENBERG BAY,"SHOP DL 20 THE MARKET SQUARE, BEACON WAY, PLETTENBERG BAY",044 5332985,WESTERN CAPE,-34.053894,23.370071,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
316997,Plettenberg Bay Clicks Pharmacy,PLETTENBERG BAY,PLETTENBERG BAY,"SHOP 2 & 3 MELLVILLE'S CORNER, CENTRE CNR KLOOF & MAIN STREET, PLETTENBERG BAY",044 5333371,WESTERN CAPE,-34.049447,23.373812,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
174831,Klinicare Plettenberg Bay Pharma,PLETTENBERG BAY,PLETTENBERG BAY,"SHOP 3 YELLOW WOODS CENTRE, MAIN STREET, PLETTENBERG BAY",044 5331370,WESTERN CAPE,-34.052247,23.371765,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
132977,Prospur Pharmacy,PLUMSTEAD,PLUMSTEAD,"PROSPUR SHOPPING CENTRE, 76 CHURCHILL ROAD, PLUMSTEAD",021 7975386,WESTERN CAPE,-34.019576,18.474459,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
879606,Dis-Chem Constantiaberg Pharmacy,PLUMSTEAD,PLUMSTEAD,"GROUND FLOOR MEDICLINIC, CONSTANTIABERG BURNHAM ROAD, PLUMSTEAD",021 5410166,WESTERN CAPE,-34.020024,18.469235,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
1097903,Urban Health Pharmacy,PLUMSTEAD,PLUMSTEAD,"113 MAIN RD, PLUMSTEAD",021 7614121,WESTERN CAPE,-34.020141,18.472271,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
1139940,Dupharma Plumstead,PLUMSTEAD,PLUMSTEAD,"SHOP 20A PICK N PAY CENTRE, 26 GABRIEL ROAD, PLUMSTEAD",,WESTERN CAPE,-34.017953,18.474435,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
436909,Clicks Pharmacy - Ashers,PLUMSTEAD,PLUMSTEAD,"ASHERS BUILDING, 171 MAIN ROAD, PLUMSTEAD",021 7975094,WESTERN CAPE,-34.019459,18.470671,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
607614,Webb and Savoy Pharmacy,PLUMSTEAD,PLUMSTEAD,"8 GABRIEL ROAD, PLUMSTEAD",021 6898923,WESTERN CAPE,-34.021459,18.472459,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
676438,Clicks Pharmacy Prosper,PLUMSTEAD,PLUMSTEAD,"PROSPUR SHOPPING CENTRE, 76 CHURCHILL ROAD",021 4601089,WESTERN CAPE,-34.017153,18.472129,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
6077862,Disa-Med Pharmacy Pietersburg,POLOKWANE,POLOKWANE,CNR. THABO MBEKI STREET & BURGER,015 2903875,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
698687,Clicks Pharmacy - Westering,PORT ELIZABETH,PORT ELIZABETH,541 CAPE ROAD,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
727377,Clicks Pharmacy - Buffelsfontein,PORT ELIZABETH,PORT ELIZABETH,CNR. 17TH AVENUE & BUFFELSFONTEI,086 0254254,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
773670,Clicks Pharmacy-Summerstrand,PORT ELIZABETH,PORT ELIZABETH,"SHOP 19 SUMMERSTRAND VILLAGE, 8TH AVENUE",021 4601555,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
6038867,Porterville Pharmacy,PORTERVILLE,PORTERVILLE,"PORTERVILLE HEALTHCARE CENTRE, 41 VOORTREKKER STREET",022 9312121,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
6068650,Pharmacor Potchefstroom Pharm,POTCHEFSTROOM,POTCHEFSTROOM,66 MEYER STREET,018 2975694,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
690961,Clicks Pharmacy - Pretoria Wes,PRETORIA WEST,PRETORIA WEST,551 WF NKOMO STREET,021 4601089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
119709,Prins-Kem Pharmacy,PRINCE ALBERT,PRINCE ALBERT,"83 CHURCH STREET, PRINCE ALBERT",023 5411058,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
838020,Bolze'S Pharmacy,QUEENSTOWN,QUEENSTOWN,"N B S CENTRE, 11 ROBINSON ROAD",044 6981093,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
6049184,Sonday`S Pharmacy,RAVENSMEAD,RAVENSMEAD,68 FLORIDA STREET,021 9313256,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
6039014,Medicare Pharmacy,RETREAT,RETREAT,"ALLPARK BUILDING, RETREAT ROAD, RETREAT",021 7128689,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
1061658,Surge Pharmacy,RETREAT,RETREAT,"SHOP 2, 41 RETREAT ROAD, CAFDA",021 7055313,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,15,needs_location_review,true
6076041,Medi-Dal Apteek,RIVERSDALE,RIVERSDALE,"CNR DICKSON & BARRY STREET, RIVERSDALE",028 7132652,WESTERN CAPE,-34.094588,21.263153,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
256382,Riversdale Pharmacy,RIVERSDALE,RIVERSDALE,"44 CHURCH STREET, RIVERSDALE",028 7131089,WESTERN CAPE,-34.097976,21.262212,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
6006329,Robertson Pharmacy,ROBERTSON,ROBERTSON,"68 KERK STREET, ROBERTSON",023 6263031,WESTERN CAPE,-33.801694,19.886,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
6041337,Wynland Apteek,ROBERTSON,ROBERTSON,"ROBERTSON MALL, 49 VAN REENEN STREET, ROBERTSON",023 6264336,WESTERN CAPE,-33.805388,19.887553,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
813265,Clicks Pharmacy Robertson,ROBERTSON,ROBERTSON,"SHOP 22 ROBERTSON CORNER CNR, JOHAN DE JONGRY LANE & KERK, ROBERTSON",,WESTERN CAPE,-33.801953,19.887176,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
1035673,Roodesquare Pharmacy,ROBERTSON,ROBERTSON,"CAREWELL ROBERTSON MEDICAL, CENTRE 10 JOHAN DE JONGRY LANE, ROBERTSON",028 0502266,WESTERN CAPE,-33.803341,19.886212,town,Western Cape Pharmacy Network List,2024-07-15,15,verified,true
335622,Clicks Pharmacy Robertson,ROBERTSON,ROBERTSON,"SHOP 16 ROBERTSON LIFESTYLE, CENTRE 68 CNR PROVINCIAL ROAD &, PAUL KRUGER STREET",023 6265621,WESTERN CAPE,-33.801129,19.883953,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
432598,R M C Pharmacy,RONDEBOSCH,RONDEBOSCH,"PEKBRO HOUSE, KLIPFONTEIN ROAD",021 6805920,WESTERN CAPE,-33.965306,18.4774,town,Western Cape Pharmacy Network List,2024-07-15,16,verified,true
6081266,Rondebosch East Pharmacy,RONDEBOSCH EAST,RONDEBOSCH EAST,"WILLOMEAD MEDICAL CENTRE 88 CNR, KROMBOOM ROAD & 3RD AVENUE, RONDEBOSCH EAST",021 6968571,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,16,needs_location_review,true
